id	content	sentiment
5011	Well can ya please send some luvin to @JonathanrKnight   im sensing deep fiery anger surrounding his presence right now...	worry
5012	Weather sucks!!... It's raining again!!	hate
5013	im not feeling like getting myself in motion to go to work...	love
5014	wow, EMC's new site is - different	surprise
5015	@NikkiBons Happy Birthday Dork!! Lots of love for you today!!!  I wish I was there so I could buy you a drink   Make it a great night!	happiness
5016	is surprised Lleyton isnt putting up much of a fight	worry
5017	@wrhunt and what did you do last night, I don't recall being invited	empty
5018	@PETAEurope OMG!! that is tragic!	surprise
5019	got fever and is now half-dead.	worry
5020	hates this weather	hate
5021	sooo cloooseee	surprise
5022	I'm not gonna be here when the new Transformers comes out.... i'll be in Colombia	neutral
5023	The NVIDIA ION-based Lenovo IdeaPad S12 (  http://is.gd/J6Zy ) is awesome.  Fn key to left of Ctrl makes it non-starter for me though	surprise
5024	Notion video deleted.	surprise
5025	Can't play World in Conflict because the computer is running too slow	worry
5026	http://twitpic.com/66o7z - Yep. Drank Bawls this morning  ... No more Bawls for me. This will be my last.	worry
5027	@DoperahStyles chillin promoting muzik...not eating  lmaao	happiness
5028	It's a bad start to the day when you're sweating your butt off before 0930 at the range	worry
5029	Doing my FF later, too busy making up plans for today. Beshie @MissSimone32 @SongzYuuup is gonna be in DC June 5-6 for a bball game.	neutral
5030	1:13 finished essay! off to sleep, busy day tmr	relief
5031	@AsherUK i wanted to go for my birthday...	sadness
5032	omg... i want full JB- hey baby song	neutral
5033	@omarjdavis lolol...i was trying to do that this morning but sadly i couldnt	sadness
5034	Damn Latvian beaurocracy. As a non-resident I can't publish my braille highway code. Another blind alley  Woe is me. Anyone speak farsi?	neutral
5035	Another long walk in the heat... I hate this...	sadness
5036	Spyed Princess Anne today, and listented to all my friends cooking up the perfect evening, Working sucks for me and OB ?	sadness
5037	@LushLtd why can't i buy the new night in for toes? i see it, it's within my grasp, but it's just not bringing it to my shopping cart	worry
5038	just watched devil wears prada, and i want to live in new york city more than ever. why must i be so poor	sadness
5039	@_hayles are u serious???? you touched his arse? ohmygod u bitch!!! lol aaaaawwwwwww y did u tell me that!!!	anger
5040	@alshepmh yeeeeeessss I can't wait! Too bad I can't drink	worry
5041	off to work! missing out on all the sunshine!	worry
5042	#ff sports: @BaseballFanNat @BKCyclones @blind_baseball @ESPNBaseball sorry for not getting around to everyone my phone is acting up	worry
5043	@mileycyrus http://twitpic.com/336u5 - i love her too !!! she shouldve won	love
5044	wants her boo  btw love fhnixon's posts hilarious!!!!	neutral
5045	@Jamjar84 that's mean of them!	sadness
5046	Another day I haven't got time to play plus it's raining and chilly And also have a headache - WTH? . . going back to sulking mode.	worry
5047	I'm so pissed off today n sadly.. Can't even share the reason here	worry
5048	Well it's friday and usually the start of something awsome...I'm not sure if that'll be this time around  I gotta shake this	worry
5049	@acmaurer No wonder I didn't get into Urbana	sadness
5050	Fuck. My arms feel like really sore jell-o	worry
5051	@littlereview Awww!!	worry
5052	Last day for our professional interns	relief
5053	Demoing with Gary burr!!! So excited to get some &quot;girls&quot; music on tape!! Missing Tayla	fun
5054	Just had an iced coffee. Christ that tasted nasty	happiness
5055	Allergies  sun is out, wearing shorts.  Stuck with my advisory the whole day.... This should be boring. Except fun. If people make it fun?	neutral
5056	Working... And attempting to keep squirrels away.............. Squirels 1, jesska 0   I should stick to spiders	empty
5057	why does the beach have to be so far away from atl??    need beach, need beach.	worry
5058	@pikalek No html converter on there   Think we're going with  http://bit.ly/3pJNC  'cause it took 5 min. to get working.	neutral
5059	@TheYotesDiva You might have too. One of them accused you guys to being &quot;One Sided&quot; on the issue. They're getting way, way out of hand.	neutral
5060	@jasonrockz352 aw man im sorry! I have logical reasoning I promise! I had to study in order to tutor my new student! 4give me	worry
5061	I missed you yesterday, Lacey.    We get to go to granulation tonight, though.	worry
5062	I ran out of Eclipse mints	sadness
5063	bored...disgusting weather..bored..sooo bored for my last weekend here	boredom
5064	off to work again ... mercedez's last day	worry
5065	Noo! I Don't wanna leave! i love it here	love
5066	To eat or not to eat? Its gonna be my last meal for the next 2 weeks.	worry
5067	Just got past really bad crash.........car was mangled	worry
5068	Im going in now, it looks like the sun has gone	neutral
5069	oh no somebody hacked into my email  i'm scared now. what the fuck!!	worry
5070	I'm loving the fact that there is tension on the set of Iron Man 2, poor Gwenyth can't handle being in Scarlett's shadow	neutral
5071	@pennynash I was scared by the Daleks in the DW Exhibition in Cardiff.	sadness
5072	@ExtremeWithin Yes, soak it up for sure. It's gonna be fast n furious. Only one show this year  More reason to revel in the moment.	fun
5073	@LuvinMeSomeD Yep, exactly   And I'm really sad about this tour...I know I'm gonna cry at my last M&amp;G....	worry
5074	@ani_trip I bet he didn't fall asleep till like this morning  sorries.	worry
5075	@miztrouble89 love you loads hun ) hot weather gutted i aint with you now chillaxing  but we got tomoz  xxxx	love
5076	@filthydukes _yeah thanks for that you pair of gits  (hope it's mega- like the bus!)	happiness
5077	@EricaJo42 yeah but there are like 5,000 types of snakes..and it's wicked wicked wicked hot...and idk. i don't think i'd like it	worry
5078	I ran outta bathroom passes.  maybe mrs. French will be nice today?	sadness
5079	Had to come in, was baking out there and have slight headache now	worry
5080	don't think that went well, was only in there for 15 mins	worry
5081	FACT 1: iHate DirecTV OnDemand w/a passion that burns w/the white hot intensity of 1000 suns. FACT 2: iMiss Comcast. Like a lot	hate
5082	for all the effort and time put into some of these relationships with people, you learn enough not to trust anyone...	sadness
5083	@DonnieWahlberg Hi Donnie today i want 2 hear from u that u guys r going to reschedule NC so i dont have 2 b bummed anymore	worry
5084	@faulko1 i'm watchign the garden from the window...far too hot for me	sadness
5085	Not feeling very well.	love
5086	@geekasia I am lost. Please help me find a good home.	worry
5087	I slept so late	sadness
5088	I hate PC	neutral
5089	well dnt really knw wot to do stay wit some 1 who doesnt want 2 b wiv me or move home to rents after 4yr of bein away	worry
5090	at starbucks with my love. eff school. i have work later too.	love
5091	@SaylaMarz Looks like we're on the exact same track  Nothing worse than not being able to fix things for someone you love.	worry
5092	@lindseylu My club card and picture and I just cured world hunger! And made of gold! This thing is awesome! Too bad you don't have yours.	worry
5093	@pennydog Yucky!  Time to bring out the vaccuum and go to War. Our house is always a spider haven for some reason. Not cool.	worry
5094	Is about to go to work....	neutral
5095	home for lunch &amp; double free. work 5-8. so much school work	empty
5096	...aw i want classic burger.	sadness
5097	i always feel last.	sadness
5098	I want to go to Universal too!	fun
5099	Pshh i dont have it	surprise
5100	@karleemay Thank You, Sweetie. I just don' understand how people can be mad at me for something THEY made as a choice in life..	love
5101	@LauRenxExCarter @PoloBandit he didn't come to school 2day	neutral
5102	@CostaVidaFred awwwwww sorry we're going to miss you!	sadness
5103	@kirstiealley So you wouldn't reply to my gorgeous hot pink shoe then?	sadness
5104	Yukky  Rainy Friday	hate
5105	Okay I lied! I meant this time next week! That is sooo much longer!!  I miss my mommy...	sadness
5106	I'm trying to figure out how on earth I am supposed to be able to update my statuses via my phone. Someone help meeee!	worry
5107	I was awoken by loud banging and it continues all day  Good thing I got an early rest last night!	hate
5108	@blondebear87 ah yes dropping the bear thing  it's such a lovely day here! Very odd for stafford!!	surprise
5109	It's official nobody is getting a raise this year	worry
5110	Been 2 years and m still devistated that they knocked down my old primary school	worry
5111	@nokiko Oh, I see what you mean. That is true if they are used improperly, which we know they are.	worry
5112	Today is my last day of employment for the next 3.4 years. Here I come graduate school!  Going to miss the action at www.shugartbates.com	worry
5113	E3 2009 will be the first time I will not get to see G4TV's E3 coverage since Comcast moved the  G4 channel from basic cable to premium	worry
5114	I WANT A GARDEN  sitting inside when it's sunny sucks.	enthusiasm
5115	at a auto shop getting m suv fix ugh more $   http://twitpic.com/66of2	love
5116	@TheColorAbi That sounds shitty too.	hate
5117	@xDKrystal yen lol but i can only get the vid on my phone and ipod cant find the song  lol	neutral
5118	im up  ..going to work!	neutral
5119	Had a lovely day yesterday. The weather was great! Now stupid slapton	happiness
5120	on the way home , no sleep  makeup and pedicure then graduation ceremony	sadness
5121	only 2 more days of minnie	neutral
5122	fcuk! ayoko na!! I said that in tagalog cuz idk what to do anymore!	enthusiasm
5123	The lab informs me the logic board is dead as well. It is farking expensive to replace. I don't know what to do.  #MyPowerBookG4RIP	worry
5124	@ryking I never know whether they include me. Just straight white men, right? I wanna be part of the problem too.	worry
5125	@RussellDevon - NOT A HEAP HEY. JUST BOUT TU HIT THE SACK. ITS 1.15AM HERE. I NEED SOMEONE TU CUDDLE. SUCKS  WBU.? X	neutral
5126	@To_The_Moon Hiya hun! It's just not my day. Dentist appointment (ouch!),notebook being a bitch. Feeling sick  How's you?	hate
5127	Back to work.  Extremely slow now that start up's over.	worry
5128	@Debut_Steve yes....but now I'm not going to be paid to be in the pub	sadness
5129	@deegospel Hey Dee... I wish I could make it to the mastermind session tomorrow  I'm in a wedding in Statesboro. hope to chat soon.	sadness
5130	@laurenmichell Scary!	worry
5131	Although technically the major project he gets to do is something that's communal in theory but always comes to me and is massive/awful.	neutral
5132	Infamous should have arrived today. But it didn't...	hate
5133	@davenavarro6767  it so sucks not having fast internet   dial up sucks everything takes to long to load no way i would have won	hate
